date,nav_pre,nav,ret,turnover,fee_cost,slippage_cost,total_cost,gross_trade_notional,weights,n_positions,top_asset,top_weight
2009-01-07 00:00:00,1548175.6534410561,1548175.6534410561,-0.006674255776681015,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7564071127708853, 'SHY': 0.14399950410488316, 'TLT': 0.0995933831242315}",3,AGG,0.7564071127708853
2009-01-08 00:00:00,1539180.1855879752,1539180.1855879752,-0.005810366435544445,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7550290672716461, 'SHY': 0.14487547106579773, 'TLT': 0.10009546166255616}",3,AGG,0.7550290672716461
2009-01-09 00:00:00,1535617.418991147,1535617.418991147,-0.0023147170358531755,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7542058699223694, 'SHY': 0.1453148434438665, 'TLT': 0.10047928663376417}",3,AGG,0.7542058699223694
2009-01-12 00:00:00,1543373.0910606768,1543373.0910606768,0.005050523635389048,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7543691309878017, 'SHY': 0.1446189933719475, 'TLT': 0.10101187564025088}",3,AGG,0.7543691309878017
2009-01-13 00:00:00,1545483.6238644854,1545483.6238644854,0.0013674806280041807,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7545812975864489, 'SHY': 0.1444384971436802, 'TLT': 0.10098020526987106}",3,AGG,0.7545812975864489
2009-01-14 00:00:00,1546739.9309317176,1546739.9309317176,0.0008128892780441266,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7529460304672815, 'SHY': 0.14449212441523435, 'TLT': 0.10256184511748406}",3,AGG,0.7529460304672815
2009-01-15 00:00:00,1546648.8814825644,1546648.8814825644,-5.886538992916357e-05,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.752917106229007, 'SHY': 0.14434684539298015, 'TLT': 0.10273604837801291}",3,AGG,0.752917106229007
2009-01-16 00:00:00,1550292.5757946493,1550292.5757946493,0.00235586392988707,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7550100372320765, 'SHY': 0.14407573044732294, 'TLT': 0.10091423232060052}",3,AGG,0.7550100372320765
2009-01-20 00:00:00,1544270.379527155,1544270.379527155,-0.003884554671499618,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.754003943338232, 'SHY': 0.14470601295126415, 'TLT': 0.10129004371050387}",3,AGG,0.754003943338232
2009-01-21 00:00:00,1532883.8634471311,1532883.8634471311,-0.00737339537880044,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7556242742958627, 'SHY': 0.1455567581273065, 'TLT': 0.09881896757683085}",3,AGG,0.7556242742958627
2009-01-22 00:00:00,1525103.5302291722,1525103.5302291722,-0.005075618188361997,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7562198963617898, 'SHY': 0.14636864158173665, 'TLT': 0.09741146205647351}",3,AGG,0.7562198963617898
2009-01-23 00:00:00,1522079.08238524,1522079.08238524,-0.0019831098571241323,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7565345093611173, 'SHY': 0.14662476112084055, 'TLT': 0.09684072951804214}",3,AGG,0.7565345093611173
2009-01-26 00:00:00,1519372.5301889381,1519372.5301889381,-0.0017781942000414386,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7571388493861038, 'SHY': 0.14669475958330752, 'TLT': 0.09616639103058866}",3,AGG,0.7571388493861038
2009-01-27 00:00:00,1528920.6766521502,1528920.6766521502,0.006284269508298079,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.756253063217077, 'SHY': 0.14593406260787217, 'TLT': 0.0978128741750508}",3,AGG,0.756253063217077
2009-01-28 00:00:00,1525781.9982496789,1525781.9982496789,-0.0020528719706662812,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7582524971626208, 'SHY': 0.14618239088385085, 'TLT': 0.0955651119535283}",3,AGG,0.7582524971626208
2009-01-29 00:00:00,1511724.8255822863,1511724.8255822863,-0.009213093799453898,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7585026216857267, 'SHY': 0.1472619564988686, 'TLT': 0.09423542181540476}",3,AGG,0.7585026216857267
2009-01-30 00:00:00,1518636.8786997884,1518636.8786997884,0.004572295830916007,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7598121474998303, 'SHY': 0.14667873269615636, 'TLT': 0.09350911980401329}",3,AGG,0.7598121474998303
2009-02-02 00:00:00,1519511.4033790857,1518841.4710834022,0.00013472106892931102,1.406908418002934,334.94649888273676,334.98579680057793,669.9322956833147,2136583.008532433,"{'AGG': 0.15006616216785343, 'SHY': 0.8499338378321465}",2,SHY,0.8499338378321465
2009-02-03 00:00:00,1516451.4766246334,1516451.4766246334,-0.0015735641304710501,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1496369488878136, 'SHY': 0.8503630511121864}",2,SHY,0.8503630511121864
2009-02-04 00:00:00,1513991.5546450897,1513991.5546450897,-0.0016221567372660672,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1496726679309924, 'SHY': 0.8503273320690076}",2,SHY,0.8503273320690076
2009-02-05 00:00:00,1513581.253201493,1513581.253201493,-0.0002710064282311908,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14923879963346126, 'SHY': 0.8507612003665388}",2,SHY,0.8507612003665388
2009-02-06 00:00:00,1513420.811594466,1513420.811594466,-0.00010600131752935837,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14965497879028294, 'SHY': 0.8503450212097171}",2,SHY,0.8503450212097171
2009-02-09 00:00:00,1512982.9704143303,1512982.9704143303,-0.00028930564241047563,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14971306675178955, 'SHY': 0.8502869332482104}",2,SHY,0.8502869332482104
2009-02-10 00:00:00,1517285.955390361,1517285.955390361,0.002844040587484109,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1502052719285929, 'SHY': 0.8497947280714071}",2,SHY,0.8497947280714071
2009-02-11 00:00:00,1516935.1645462005,1516935.1645462005,-0.00023119626390410986,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.15021047905639076, 'SHY': 0.8497895209436093}",2,SHY,0.8497895209436093
2009-02-12 00:00:00,1519678.614850033,1519678.614850033,0.0018085481620786492,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.15073651406064614, 'SHY': 0.8492634859393539}",2,SHY,0.8492634859393539
2009-02-13 00:00:00,1516530.6711373776,1516530.6711373776,-0.0020714535836027226,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.15059083437739212, 'SHY': 0.8494091656226078}",2,SHY,0.8494091656226078
2009-02-17 00:00:00,1520082.7655002978,1520082.7655002978,0.0023422502627370445,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1503569140090643, 'SHY': 0.8496430859909357}",2,SHY,0.8496430859909357
2009-02-18 00:00:00,1517465.345756535,1517465.345756535,-0.0017218929147594375,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.15030573220458385, 'SHY': 0.8496942677954161}",2,SHY,0.8496942677954161
2009-02-19 00:00:00,1516647.7943916654,1516647.7943916654,-0.0005387611434790607,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.15015004582348315, 'SHY': 0.8498499541765169}",2,SHY,0.8498499541765169
2009-02-20 00:00:00,1516553.797610797,1516553.797610797,-6.197667066543122e-05,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14939017539850213, 'SHY': 0.8506098246014978}",2,SHY,0.8506098246014978
2009-02-23 00:00:00,1517566.0925315802,1517566.0925315802,0.000667496875071727,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1500591881610285, 'SHY': 0.8499408118389715}",2,SHY,0.8499408118389715
2009-02-24 00:00:00,1516199.150978223,1516199.150978223,-0.0009007459774467153,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14989857517458471, 'SHY': 0.8501014248254153}",2,SHY,0.8501014248254153
2009-02-25 00:00:00,1513543.879367388,1513543.879367388,-0.0017512683667720852,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1500281772418313, 'SHY': 0.8499718227581687}",2,SHY,0.8499718227581687
2009-02-26 00:00:00,1512967.1488425264,1512967.1488425264,-0.00038104645179015684,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.14929937477380847, 'SHY': 0.8507006252261916}",2,SHY,0.8507006252261916
2009-02-27 00:00:00,1513755.8956299734,1513755.8956299734,0.000521324463687467,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1492365750698001, 'SHY': 0.8507634249301999}",2,SHY,0.8507634249301999
2009-03-02 00:00:00,1517416.461899347,1516778.9207678768,0.001997036078690506,1.3039728100724157,318.79103636282935,318.750095106895,637.5411314697244,1973896.5289883027,"{'AGG': 0.6502732116920809, 'SHY': 0.2000840651360249, 'TLT': 0.14964272317189437}",3,AGG,0.6502732116920809
2009-03-03 00:00:00,1513737.0065942206,1513737.0065942206,-0.002005509261769123,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6507389521152995, 'SHY': 0.20031929836821186, 'TLT': 0.14894174951648856}",3,AGG,0.6507389521152995
2009-03-04 00:00:00,1507775.0102061527,1507775.0102061527,-0.003938594592122646,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6502584197587618, 'SHY': 0.2008959863012313, 'TLT': 0.14884559394000677}",3,AGG,0.6502584197587618
2009-03-05 00:00:00,1517609.8019874694,1517609.8019874694,0.006522718386194892,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6481745495257669, 'SHY': 0.19983171345333925, 'TLT': 0.15199373702089383}",3,AGG,0.6481745495257669
2009-03-06 00:00:00,1518499.7027942126,1518499.7027942126,0.0005863831437948885,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6495363143105217, 'SHY': 0.1995721138131783, 'TLT': 0.15089157187630003}",3,AGG,0.6495363143105217
2009-03-09 00:00:00,1510111.840001129,1510111.840001129,-0.005523782966601165,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6486686507647671, 'SHY': 0.2004894939378739, 'TLT': 0.15084185529735897}",3,AGG,0.6486686507647671
2009-03-10 00:00:00,1507811.1649378394,1507811.1649378394,-0.0015235130288681065,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6511527215323093, 'SHY': 0.2006756017911234, 'TLT': 0.14817167667656728}",3,AGG,0.6511527215323093
2009-03-11 00:00:00,1512723.8502003364,1512723.8502003364,0.0032581568413438955,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6505919515214964, 'SHY': 0.2001194359196273, 'TLT': 0.1492886125588763}",3,AGG,0.6505919515214964
2009-03-12 00:00:00,1514790.2416307908,1514790.2416307908,0.0013660070409946545,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6502864927283875, 'SHY': 0.199917852242602, 'TLT': 0.14979565502901074}",3,AGG,0.6502864927283875
2009-03-13 00:00:00,1514879.1185031654,1514879.1185031654,5.8672725722797026e-05,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6508946599516073, 'SHY': 0.20007279429987151, 'TLT': 0.14903254574852123}",3,AGG,0.6508946599516073
2009-03-16 00:00:00,1507885.8957516095,1507885.8957516095,-0.004616356952933609,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6518999927811752, 'SHY': 0.2007374381636247, 'TLT': 0.1473625690552002}",3,AGG,0.6518999927811752
2009-03-17 00:00:00,1503667.5913279005,1503667.5913279005,-0.0027974957757703756,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6517748973128316, 'SHY': 0.2012528220952982, 'TLT': 0.14697228059187012}",3,AGG,0.6517748973128316
2009-03-18 00:00:00,1528767.573188248,1527835.1846134802,0.016072430785209146,1.321006690096498,466.22364309627415,466.16493167206585,932.38857476834,1986354.9478254435,"{'AGG': 0.20012205355448784, 'TLT': 0.7998779464455121}",2,TLT,0.7998779464455121
2009-03-19 00:00:00,1530110.6221816905,1530110.6221816905,0.0014893213555531304,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.20031608350391658, 'TLT': 0.7996839164960834}",2,TLT,0.7996839164960834
2009-03-20 00:00:00,1521604.2136743832,1521604.2136743832,-0.005559342170423309,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.20030902023030514, 'TLT': 0.7996909797696949}",2,TLT,0.7996909797696949
2009-03-23 00:00:00,1511066.612365243,1511066.612365243,-0.0069253234280246545,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.20170589881695297, 'TLT': 0.7982941011830471}",2,TLT,0.7982941011830471
2009-03-24 00:00:00,1520464.350214957,1520464.350214957,0.006219274367397887,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.1990941858503722, 'TLT': 0.8009058141496278}",2,TLT,0.8009058141496278
2009-03-25 00:00:00,1502749.0673385505,1501833.473664329,-0.012253412286841292,1.2831432470671267,457.7679256712522,457.8257485504445,915.5936742216967,1950973.5633846289,"{'AGG': 0.6503962728882264, 'SHY': 0.1995122795221829, 'TLT': 0.1500914475895907}",3,AGG,0.6503962728882264
2009-03-26 00:00:00,1506789.8942869531,1506789.8942869531,0.003300246471755086,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6495506647311361, 'SHY': 0.19911654437526813, 'TLT': 0.15133279089359575}",3,AGG,0.6495506647311361
2009-03-27 00:00:00,1509404.4459135346,1509404.4459135346,0.0017351799587286276,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.648942409340374, 'SHY': 0.19886622125351405, 'TLT': 0.1521913694061121}",3,AGG,0.648942409340374
2009-03-30 00:00:00,1515150.4311527342,1514229.4937817394,0.0031966567219725572,1.299933235001397,460.49768895774,460.4396820368696,920.9373709946096,1962125.0043018723,"{'AGG': 0.20012163775369277, 'TLT': 0.7998783622463073}",2,TLT,0.7998783622463073
2009-03-31 00:00:00,1524444.4476423026,1524444.4476423026,0.00674597470364402,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.19980481327187996, 'TLT': 0.8001951867281201}",2,TLT,0.8001951867281201
2009-04-01 00:00:00,1535429.4296709388,1534398.3164720095,0.0065295057783847366,1.4128786935114204,515.5262035152907,515.5869954136059,1031.1131989288965,2153855.0795155955,"{'AGG': 0.7505039987928134, 'SHY': 0.14942880136814474, 'TLT': 0.10006719983904187}",3,AGG,0.7505039987928134
2009-04-02 00:00:00,1528495.335209772,1527914.6713753934,-0.004225529334210831,1.1954905318570113,290.31436058078316,290.34947379818647,580.6638343789696,1834358.6594396252,"{'AGG': 0.2500950092052353, 'SHY': 0.7499049907947648}",2,SHY,0.7499049907947648
2009-04-03 00:00:00,1524071.6361359502,1523492.7137706017,-0.0028941129289707934,1.1967937165032563,289.47868563401266,289.443679714759,578.9223653487717,1828598.6780552086,"{'AGG': 0.7502849976045745, 'SHY': 0.15005699952091492, 'TLT': 0.09965800287451056}",3,AGG,0.7502849976045745
2009-04-06 00:00:00,1522779.8434985843,1522201.7719857171,-0.0008473567173744589,1.1985897803494887,289.018274407941,289.05323845935004,578.0715128672911,1826042.797162352,"{'AGG': 0.2500949400275815, 'SHY': 0.7499050599724185}",2,SHY,0.7499050599724185
2009-04-07 00:00:00,1522003.288841468,1522003.288841468,-0.00013039213848120568,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.24972902654960827, 'SHY': 0.7502709734503917}",2,SHY,0.7502709734503917
2009-04-08 00:00:00,1523254.4412961595,1522676.2321320458,0.00044214312512425025,1.1999154338652913,289.12206557460536,289.08709853937904,578.2091641139843,1826275.2366746103,"{'AGG': 0.7502847991345332, 'SHY': 0.15005695982690662, 'TLT': 0.09965824103856025}",3,AGG,0.7502847991345332
2009-04-09 00:00:00,1518796.6014056145,1518796.6014056145,-0.002547902597126006,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7510793393368698, 'SHY': 0.15026094998943013, 'TLT': 0.09865971067370025}",3,AGG,0.7510793393368698
2009-04-13 00:00:00,1528900.9168044885,1528900.9168044885,0.006652843040024337,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7515394124561845, 'SHY': 0.1495528389467176, 'TLT': 0.09890774859709797}",3,AGG,0.7515394124561845
2009-04-14 00:00:00,1529654.731277144,1529654.731277144,0.0004930433780045984,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7510204548540004, 'SHY': 0.14960368130734097, 'TLT': 0.09937586383865875}",3,AGG,0.7510204548540004
2009-04-15 00:00:00,1532681.564486188,1532681.564486188,0.0019787688993821995,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7516128797255897, 'SHY': 0.1493794473946408, 'TLT': 0.09900767287976968}",3,AGG,0.7516128797255897
2009-04-16 00:00:00,1529109.3449611214,1529109.3449611214,-0.0023306990883420475,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7520313496058498, 'SHY': 0.1495147877052716, 'TLT': 0.0984538626888785}",3,AGG,0.7520313496058498
2009-04-17 00:00:00,1520848.497286244,1520848.497286244,-0.005402391726987643,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7519333612447282, 'SHY': 0.15016577480436485, 'TLT': 0.09790086395090698}",3,AGG,0.7519333612447282
2009-04-20 00:00:00,1529909.298636964,1529909.298636964,0.005957727786092937,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7517866122378539, 'SHY': 0.1494186744005186, 'TLT': 0.09879471336162757}",3,AGG,0.7517866122378539
2009-04-21 00:00:00,1524808.601883961,1524808.601883961,-0.0033339863726219443,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7519175968455276, 'SHY': 0.14993649616583649, 'TLT': 0.09814590698863593}",3,AGG,0.7519175968455276
2009-04-22 00:00:00,1526968.0791261732,1526968.0791261732,0.0014162283971537182,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7528628620978906, 'SHY': 0.1497244521449605, 'TLT': 0.09741268575714906}",3,AGG,0.7528628620978906
2009-04-23 00:00:00,1528266.6630262616,1528266.6630262616,0.000850432905468157,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7531895020457158, 'SHY': 0.14949021559563058, 'TLT': 0.09732028235865373}",3,AGG,0.7531895020457158
2009-04-24 00:00:00,1528022.096904553,1528022.096904553,-0.00016002843458240434,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7541273002080815, 'SHY': 0.14951414210974032, 'TLT': 0.0963585576821783}",3,AGG,0.7541273002080815
2009-04-27 00:00:00,1530741.7862299448,1530741.7862299448,0.0017798756516029801,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.753975010489366, 'SHY': 0.1494263464063253, 'TLT': 0.09659864310430871}",3,AGG,0.753975010489366
2009-04-28 00:00:00,1527767.2215343397,1527767.2215343397,-0.0019432178061403738,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7552197354868193, 'SHY': 0.14957472770943506, 'TLT': 0.09520553680374566}",3,AGG,0.7552197354868193
2009-04-29 00:00:00,1521817.335785436,1521817.335785436,-0.003894497581201084,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7550375920287, 'SHY': 0.15023120956367078, 'TLT': 0.09473119840762931}",3,AGG,0.7550375920287
2009-04-30 00:00:00,1527003.450723762,1527003.450723762,0.003407843251863829,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7561187986240097, 'SHY': 0.1498456549858238, 'TLT': 0.09403554639016665}",3,AGG,0.7561187986240097
2009-05-01 00:00:00,1521386.7899949974,1521255.8822288057,-0.0037639525256030204,0.21109652074674282,65.4548827854188,65.45288340657503,130.90776619199383,322345.1156160565,"{'AGG': 0.6500559340798735, 'SHY': 0.20001721048611493, 'TLT': 0.1499268554340115}",3,AGG,0.6500559340798735
2009-05-04 00:00:00,1522718.850309307,1522582.230970687,0.0008718774779283844,0.1995489441550573,68.3145963841534,68.30474223585371,136.6193386200071,303565.0050884284,"{'AGG': 0.6000538372256713, 'SHY': 0.15001345930641782, 'TLT': 0.24993270346791086}",3,AGG,0.6000538372256713
2009-05-05 00:00:00,1523957.333218855,1523957.333218855,0.0009031382477722172,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6007584422351435, 'SHY': 0.1498423430330281, 'TLT': 0.24939921473182847}",3,AGG,0.6007584422351435
2009-05-06 00:00:00,1525276.5219666767,1525276.5219666767,0.0008656336493588768,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6016030982637748, 'SHY': 0.14980208458382668, 'TLT': 0.2485948171523985}",3,AGG,0.6016030982637748
2009-05-07 00:00:00,1511621.959262566,1511621.959262566,-0.008952188345825118,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6043445832397819, 'SHY': 0.15093882956411994, 'TLT': 0.24471658719609812}",3,AGG,0.6043445832397819
2009-05-08 00:00:00,1514403.2714569229,1514403.2714569229,0.001839952229665709,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6043697640245457, 'SHY': 0.15076982665948166, 'TLT': 0.24486040931597264}",3,AGG,0.6043697640245457
2009-05-11 00:00:00,1520691.059529414,1520691.059529414,0.004151990550338658,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6022872999460663, 'SHY': 0.1503972821550289, 'TLT': 0.2473154178989047}",3,AGG,0.6022872999460663
2009-05-12 00:00:00,1527096.7396315022,1527096.7396315022,0.00421234810446669,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6030780648967444, 'SHY': 0.14974856410790546, 'TLT': 0.24717337099535008}",3,AGG,0.6030780648967444
2009-05-13 00:00:00,1532120.2225640805,1532120.2225640805,0.003289564309979731,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6016319274459753, 'SHY': 0.1493286324893925, 'TLT': 0.2490394400646323}",3,AGG,0.6016319274459753
2009-05-14 00:00:00,1534229.290004021,1534229.290004021,0.0013765678494934708,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6011590483588284, 'SHY': 0.14917665445900788, 'TLT': 0.2496642971821638}",3,AGG,0.6011590483588284
2009-05-15 00:00:00,1536165.8291757507,1536165.8291757507,0.0012622227879148795,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6017554904662628, 'SHY': 0.14897090524401488, 'TLT': 0.24927360428972242}",3,AGG,0.6017554904662628
2009-05-18 00:00:00,1527296.264532911,1527296.264532911,-0.005773832794860989,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6034730773988708, 'SHY': 0.14969320159556324, 'TLT': 0.24683372100556603}",3,AGG,0.6034730773988708
2009-05-19 00:00:00,1526255.2927306376,1526255.2927306376,-0.0006815781760532991,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6044180448336827, 'SHY': 0.1498847189809585, 'TLT': 0.24569723618535894}",3,AGG,0.6044180448336827
2009-05-20 00:00:00,1533302.9367908179,1533302.9367908179,0.004617604992917856,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6034680445428148, 'SHY': 0.14939120567702585, 'TLT': 0.24714074978015932}",3,AGG,0.6034680445428148
2009-05-21 00:00:00,1520579.0380700948,1520579.0380700948,-0.0082983593231446,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6066144717098999, 'SHY': 0.15044423204365312, 'TLT': 0.24294129624644714}",3,AGG,0.6066144717098999
2009-05-22 00:00:00,1514091.157098621,1514091.157098621,-0.00426671735505979,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6076015035395135, 'SHY': 0.15112482149272374, 'TLT': 0.24127367496776264}",3,AGG,0.6076015035395135
2009-05-26 00:00:00,1506202.7727996947,1506202.7727996947,-0.00520997977033455,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6094019701332712, 'SHY': 0.15171717805972382, 'TLT': 0.23888085180700483}",3,AGG,0.6094019701332712
2009-05-27 00:00:00,1494715.7355177926,1494715.7355177926,-0.00762648793996723,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.6106958455091896, 'SHY': 0.15284675558668642, 'TLT': 0.23645739890412393}",3,AGG,0.6106958455091896
2009-05-28 00:00:00,1500167.2944212807,1500048.1187372124,0.0035674898528934573,0.17858707841311952,59.58342925961018,59.592254808841616,119.1756840684518,266936.91626423964,"{'AGG': 0.6500516411398253, 'SHY': 0.19993644167406108, 'TLT': 0.15001191718611354}",3,AGG,0.6500516411398253
2009-05-29 00:00:00,1516719.0205310076,1516585.3130965235,0.011024442584703698,0.19769828244617318,66.85851240210228,66.84892208164855,133.70743448375083,296556.93666096014,"{'AGG': 0.6000528980862452, 'SHY': 0.1500132245215613, 'TLT': 0.24993387739219358}",3,AGG,0.6000528980862452
2009-06-01 00:00:00,1493901.467665459,1493681.1754468794,-0.015102439310109794,0.29220262380467965,110.14069216083311,110.15152641894979,220.2922185797829,443150.20771044574,"{'AGG': 0.7499631293106251, 'SHY': 0.1500221224136249, 'TLT': 0.10001474827574994}",3,AGG,0.7499631293106251
2009-06-02 00:00:00,1502099.3160829362,1502099.3160829362,0.00563583499238951,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7508827006945479, 'SHY': 0.14912795473514348, 'TLT': 0.09998934457030867}",3,AGG,0.7508827006945479
2009-06-03 00:00:00,1507033.2256853902,1507033.2256853902,0.0032846760195059943,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7504961534279311, 'SHY': 0.14890610300807325, 'TLT': 0.10059774356399577}",3,AGG,0.7504961534279311
2009-06-04 00:00:00,1494320.2279861616,1494320.2279861616,-0.008435777979245773,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7506129867548228, 'SHY': 0.1500296717562939, 'TLT': 0.09935734148888337}",3,AGG,0.7506129867548228
2009-06-05 00:00:00,1485917.6539154714,1485353.302015494,-0.00600067228076806,1.1930989372170289,282.1588878920459,282.1930120854644,564.3518999775104,1782871.8758721976,"{'AGG': 0.2500949861388552, 'SHY': 0.7499050138611447}",2,SHY,0.7499050138611447
2009-06-08 00:00:00,1481405.6660260644,1481405.6660260644,-0.002657708428071004,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.2500848569224215, 'SHY': 0.7499151430775784}",2,SHY,0.7499151430775784
2009-06-09 00:00:00,1485619.7588950205,1485619.7588950205,0.0028446582631620476,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.2504999854765637, 'SHY': 0.7495000145234364}",2,SHY,0.7495000145234364
2009-06-10 00:00:00,1484446.9006811506,1484446.9006811506,-0.0007894740271509049,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.24999766352782257, 'SHY': 0.7500023364721774}",2,SHY,0.7500023364721774
2009-06-11 00:00:00,1485879.5526113994,1485879.5526113994,0.0009651082363346664,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.25063102933799697, 'SHY': 0.7493689706620029}",2,SHY,0.7493689706620029
2009-06-12 00:00:00,1488902.6563040633,1488902.6563040633,0.0020345550131239953,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.25134382460668375, 'SHY': 0.7486561753933162}",2,SHY,0.7486561753933162
2009-06-15 00:00:00,1491117.5278724893,1490552.922538437,0.0011083775204419055,1.1975669993774574,282.3197466024309,282.28558744997844,564.6053340524093,1783060.6864751827,"{'AGG': 0.7502840918924355, 'SHY': 0.15005681837848714, 'TLT': 0.09965908972907736}",3,AGG,0.7502840918924355
2009-06-16 00:00:00,1494927.507049182,1494927.507049182,0.0029348736596988,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7491236323217594, 'SHY': 0.14977935849998372, 'TLT': 0.1010970091782569}",3,AGG,0.7491236323217594
2009-06-17 00:00:00,1496528.4257826428,1496528.4257826428,0.0010709005794005133,0.0,0.0,0.0,0.0,0.0,"{'AGG': 0.7497992296902533, 'SHY': 0.14978050263327466, 'TLT': 0.10042026767647197}",3,AGG,0.7497992296902533
