date,close,ticker
2002-07-30,51.787864685058594,SHY
2002-07-30,36.387630462646484,TLT
2002-07-31,51.947723388671875,SHY
2002-07-31,36.838497161865234,TLT
2002-08-01,52.050018310546875,SHY
2002-08-01,37.048274993896484,TLT
2002-08-02,52.15229797363281,SHY
2002-08-02,37.427642822265625,TLT
2002-08-05,52.23539352416992,SHY
2002-08-05,37.592796325683594,TLT
2002-08-06,52.10751724243164,SHY
2002-08-06,37.27146911621094,TLT
2002-08-07,52.18425750732422,SHY
2002-08-07,37.36073303222656,TLT
2002-08-08,52.10751724243164,SHY
2002-08-08,37.36073303222656,TLT
2002-08-09,52.120323181152344,SHY
2002-08-09,37.887451171875,TLT
2002-08-12,52.11394500732422,SHY
2002-08-12,38.11955642700195,TLT
2002-08-13,52.20344543457031,SHY
2002-08-13,38.58821105957031,TLT
2002-08-14,52.08833312988281,SHY
2002-08-14,38.735530853271484,TLT
2002-08-15,52.04362106323242,SHY
2002-08-15,38.39629364013672,TLT
2002-08-16,52.011619567871094,SHY
2002-08-16,37.96781539916992,TLT
2002-08-19,52.018035888671875,SHY
2002-08-19,38.083824157714844,TLT
2002-08-20,52.13948440551758,SHY
2002-08-20,38.50786590576172,TLT
2002-08-21,52.094757080078125,SHY
2002-08-21,38.30254364013672,TLT
2002-08-22,52.037193298339844,SHY
2002-08-22,37.96781539916992,TLT
2002-08-23,52.10114669799805,SHY
2002-08-23,38.34272766113281,TLT
2002-08-26,52.094757080078125,SHY
2002-08-26,38.37841796875,TLT
2002-08-27,52.05635070800781,SHY
2002-08-27,38.13741683959961,TLT
2002-08-28,52.094757080078125,SHY
2002-08-28,38.32933807373047,TLT
2002-08-29,52.15229797363281,SHY
2002-08-29,38.63730239868164,TLT
2002-08-30,52.17145538330078,SHY
2002-08-30,38.869415283203125,TLT
2002-09-03,52.29500961303711,SHY
2002-09-03,39.46699523925781,TLT
2002-09-04,52.27582550048828,SHY
2002-09-04,39.458045959472656,TLT
2002-09-05,52.33344268798828,SHY
2002-09-05,39.673213958740234,TLT
2002-09-06,52.231021881103516,SHY
2002-09-06,39.206974029541016,TLT
2002-09-09,52.160560607910156,SHY
2002-09-09,39.14873123168945,TLT
2002-09-10,52.19259262084961,SHY
2002-09-10,39.336978912353516,TLT
2002-09-11,52.160560607910156,SHY
2002-09-11,39.13082504272461,TLT
2002-09-12,52.19900131225586,SHY
2002-09-12,39.43562316894531,TLT
2002-09-13,52.237430572509766,SHY
2002-09-13,39.798709869384766,TLT
2002-09-16,52.21822738647461,SHY
2002-09-16,39.865962982177734,TLT
2002-09-17,52.256629943847656,SHY
2002-09-17,39.94220733642578,TLT
2002-09-18,52.25019836425781,SHY
2002-09-18,39.95116424560547,TLT
2002-09-19,52.35911178588867,SHY
2002-09-19,40.22013473510742,TLT
2002-09-20,52.36542892456055,SHY
2002-09-20,40.03182601928711,TLT
2002-09-23,52.3782958984375,SHY
2002-09-23,40.39046859741211,TLT
2002-09-24,52.403846740722656,SHY
2002-09-24,40.650489807128906,TLT
2002-09-25,52.3526496887207,SHY
2002-09-25,40.157352447509766,TLT
2002-09-26,52.371864318847656,SHY
2002-09-26,40.063228607177734,TLT
2002-09-27,52.48069381713867,SHY
2002-09-27,40.36356735229492,TLT
2002-09-30,52.55754470825195,SHY
2002-09-30,40.524967193603516,TLT
2002-10-01,52.49345397949219,SHY
2002-10-01,40.022274017333984,TLT
2002-10-02,52.53830337524414,SHY
2002-10-02,40.25182342529297,TLT
2002-10-03,52.544776916503906,SHY
2002-10-03,40.152801513671875,TLT
2002-10-04,52.4998893737793,SHY
2002-10-04,40.27878189086914,TLT
2002-10-07,52.56393814086914,SHY
2002-10-07,40.34629821777344,TLT
2002-10-08,52.512664794921875,SHY
2002-10-08,40.35981369018555,TLT
2002-10-09,52.621681213378906,SHY
2002-10-09,40.56679153442383,TLT
2002-10-10,52.5704345703125,SHY
2002-10-10,40.24732971191406,TLT
2002-10-11,52.48704528808594,SHY
2002-10-11,39.77031707763672,TLT
2002-10-14,52.4998893737793,SHY
2002-10-14,39.71180725097656,TLT
2002-10-15,52.30106735229492,SHY
2002-10-15,38.77132797241211,TLT
